"fitted_model","stacking","pseudo_BMA","n_years_val.x","BMA","n_years_val.y","sim","gen_model","n_years"
"apc",1,1,10,0.727954478165111,0,9,"apc",50
"apc",0.473,0.414,1,0.727954478165111,0,9,"apc",50
"apc",0.997,1,5,0.727954478165111,0,9,"apc",50
"cbd",0,0,10,8.0920285378227e-270,0,9,"apc",50
"cbd",0.003,0,5,8.0920285378227e-270,0,9,"apc",50
"cbd",0,0,1,8.0920285378227e-270,0,9,"apc",50
"lc",0,0,1,8.48155741869893e-314,0,9,"apc",50
"lc",0,0,5,8.48155741869893e-314,0,9,"apc",50
"lc",0,0,10,8.48155741869893e-314,0,9,"apc",50
"m6",0,0,5,4.73999642537585e-35,0,9,"apc",50
"m6",0,0,10,4.73999642537585e-35,0,9,"apc",50
"m6",0.473,0.424,1,4.73999642537585e-35,0,9,"apc",50
"rh",0.054,0.162,1,0.272045521834889,0,9,"apc",50
"rh",0,0,5,0.272045521834889,0,9,"apc",50
"rh",0,0,10,0.272045521834889,0,9,"apc",50
"apc",1,1,10,0.159488952622994,0,10,"apc",50
"apc",0.007,0.083,1,0.159488952622994,0,10,"apc",50
"apc",1,1,5,0.159488952622994,0,10,"apc",50
"cbd",0,0,10,1.63699476257993e-250,0,10,"apc",50
"cbd",0,0,5,1.63699476257993e-250,0,10,"apc",50
"cbd",0,0,1,1.63699476257993e-250,0,10,"apc",50
"lc",0,0,1,3.97594258798196e-307,0,10,"apc",50
"lc",0,0,5,3.97594258798196e-307,0,10,"apc",50
"lc",0,0,10,3.97594258798196e-307,0,10,"apc",50
"m6",0,0,5,6.98171990864958e-40,0,10,"apc",50
"m6",0,0,10,6.98171990864958e-40,0,10,"apc",50
"m6",0.023,0.022,1,6.98171990864958e-40,0,10,"apc",50
"rh",0.97,0.895,1,0.840511047377006,0,10,"apc",50
"rh",0,0,5,0.840511047377006,0,10,"apc",50
"rh",0,0,10,0.840511047377006,0,10,"apc",50
"apc",1,1,10,0.515938656344639,0,11,"apc",50
"apc",0.22,0.47,1,0.515938656344639,0,11,"apc",50
"apc",0.939,1,5,0.515938656344639,0,11,"apc",50
"cbd",0,0,10,6.02628274459947e-286,0,11,"apc",50
"cbd",0.061,0,5,6.02628274459947e-286,0,11,"apc",50
"cbd",0,0,1,6.02628274459947e-286,0,11,"apc",50
"lc",0,0,1,0,0,11,"apc",50
"lc",0,0,5,0,0,11,"apc",50
"lc",0,0,10,0,0,11,"apc",50
"m6",0,0,5,5.17205549950933e-46,0,11,"apc",50
"m6",0,0,10,5.17205549950933e-46,0,11,"apc",50
"m6",0.578,0.52,1,5.17205549950933e-46,0,11,"apc",50
"rh",0.202,0.009,1,0.484061343655361,0,11,"apc",50
"rh",0,0,5,0.484061343655361,0,11,"apc",50
"rh",0,0,10,0.484061343655361,0,11,"apc",50
"apc",1,1,10,0.988839281263775,0,12,"apc",50
"apc",0.463,0.453,1,0.988839281263775,0,12,"apc",50
"apc",1,1,5,0.988839281263775,0,12,"apc",50
"cbd",0,0,10,5.49790068021098e-264,0,12,"apc",50
"cbd",0,0,5,5.49790068021098e-264,0,12,"apc",50
"cbd",0,0,1,5.49790068021098e-264,0,12,"apc",50
"lc",0,0,1,1.82193129757356e-318,0,12,"apc",50
"lc",0,0,5,1.82193129757356e-318,0,12,"apc",50
"lc",0,0,10,1.82193129757356e-318,0,12,"apc",50
"m6",0,0,5,1.17491404892585e-27,0,12,"apc",50
"m6",0,0,10,1.17491404892585e-27,0,12,"apc",50
"m6",0.537,0.53,1,1.17491404892585e-27,0,12,"apc",50
"rh",0,0.017,1,0.0111607187362251,0,12,"apc",50
"rh",0,0,5,0.0111607187362251,0,12,"apc",50
"rh",0,0,10,0.0111607187362251,0,12,"apc",50
"apc",1,1,10,0.999999988394735,0,13,"apc",50
"apc",1,0.943,1,0.999999988394735,0,13,"apc",50
"apc",0.996,1,5,0.999999988394735,0,13,"apc",50
"cbd",0,0,10,2.48736830065844e-252,0,13,"apc",50
"cbd",0.003,0,5,2.48736830065844e-252,0,13,"apc",50
"cbd",0,0,1,2.48736830065844e-252,0,13,"apc",50
"lc",0,0,1,1.47473312807837e-313,0,13,"apc",50
"lc",0,0,5,1.47473312807837e-313,0,13,"apc",50
"lc",0,0,10,1.47473312807837e-313,0,13,"apc",50
"m6",0,0,5,2.24136525358516e-39,0,13,"apc",50
"m6",0,0,10,2.24136525358516e-39,0,13,"apc",50
"m6",0,0.02,1,2.24136525358516e-39,0,13,"apc",50
"rh",0,0.037,1,1.16052650654457e-08,0,13,"apc",50
"rh",0,0,5,1.16052650654457e-08,0,13,"apc",50
"rh",0,0,10,1.16052650654457e-08,0,13,"apc",50
"apc",1,1,10,0.999973299038153,0,14,"apc",50
"apc",0,0.104,1,0.999973299038153,0,14,"apc",50
"apc",0.935,1,5,0.999973299038153,0,14,"apc",50
"cbd",0,0,10,6.74481086816336e-256,0,14,"apc",50
"cbd",0.065,0,5,6.74481086816336e-256,0,14,"apc",50
"cbd",0,0,1,6.74481086816336e-256,0,14,"apc",50
"lc",0,0,1,5.23761265586005e-304,0,14,"apc",50
"lc",0,0,5,5.23761265586005e-304,0,14,"apc",50
"lc",0,0,10,5.23761265586005e-304,0,14,"apc",50
"m6",0,0,5,4.03266704046344e-20,0,14,"apc",50
"m6",0,0,10,4.03266704046344e-20,0,14,"apc",50
"m6",1,0.896,1,4.03266704046344e-20,0,14,"apc",50
"rh",0,0,1,2.67009618471159e-05,0,14,"apc",50
"rh",0,0,5,2.67009618471159e-05,0,14,"apc",50
"rh",0,0,10,2.67009618471159e-05,0,14,"apc",50
"apc",1,1,10,0.997637969547151,0,15,"apc",50
"apc",0.402,0.446,1,0.997637969547151,0,15,"apc",50
"apc",1,1,5,0.997637969547151,0,15,"apc",50
"cbd",0,0,10,3.19012951585004e-243,0,15,"apc",50
"cbd",0,0,5,3.19012951585004e-243,0,15,"apc",50
"cbd",0,0,1,3.19012951585004e-243,0,15,"apc",50
"lc",0,0,1,2.12779671063486e-292,0,15,"apc",50
"lc",0,0,5,2.12779671063486e-292,0,15,"apc",50
"lc",0,0,10,2.12779671063486e-292,0,15,"apc",50
"m6",0,0,5,6.91117434005558e-29,0,15,"apc",50
"m6",0,0,10,6.91117434005558e-29,0,15,"apc",50
"m6",0.598,0.549,1,6.91117434005558e-29,0,15,"apc",50
"rh",0,0.006,1,0.00236203045284873,0,15,"apc",50
"rh",0,0,5,0.00236203045284873,0,15,"apc",50
"rh",0,0,10,0.00236203045284873,0,15,"apc",50
"apc",0.584,1,10,0.841906419256688,0,16,"apc",50
"apc",0.143,0.347,1,0.841906419256688,0,16,"apc",50
"apc",0.924,1,5,0.841906419256688,0,16,"apc",50
"cbd",0,0,10,8.00378401273267e-241,0,16,"apc",50
"cbd",0.076,0,5,8.00378401273267e-241,0,16,"apc",50
"cbd",0,0,1,8.00378401273267e-241,0,16,"apc",50
"lc",0,0,1,2.96439387504748e-323,0,16,"apc",50
"lc",0,0,5,2.96439387504748e-323,0,16,"apc",50
"lc",0,0,10,2.96439387504748e-323,0,16,"apc",50
"m6",0,0,5,1.02214561928948e-23,0,16,"apc",50
"m6",0.416,0,10,1.02214561928948e-23,0,16,"apc",50
"m6",0.857,0.649,1,1.02214561928948e-23,0,16,"apc",50
"rh",0,0.004,1,0.158093580743312,0,16,"apc",50
"rh",0,0,5,0.158093580743312,0,16,"apc",50
"rh",0,0,10,0.158093580743312,0,16,"apc",50
"apc",1,1,10,0.993997346802093,0,17,"apc",50
"apc",0.994,0.685,1,0.993997346802093,0,17,"apc",50
"apc",0.857,1,5,0.993997346802093,0,17,"apc",50
"cbd",0,0,10,9.84968899512092e-259,0,17,"apc",50
"cbd",0.143,0,5,9.84968899512092e-259,0,17,"apc",50
"cbd",0,0,1,9.84968899512092e-259,0,17,"apc",50
"lc",0,0,1,4.19053032335666e-316,0,17,"apc",50
"lc",0,0,5,4.19053032335666e-316,0,17,"apc",50
"lc",0,0,10,4.19053032335666e-316,0,17,"apc",50
"m6",0,0,5,1.5301845064987e-37,0,17,"apc",50
"m6",0,0,10,1.5301845064987e-37,0,17,"apc",50
"m6",0.005,0.299,1,1.5301845064987e-37,0,17,"apc",50
"rh",0.001,0.016,1,0.0060026531979065,0,17,"apc",50
"rh",0,0,5,0.0060026531979065,0,17,"apc",50
"rh",0,0,10,0.0060026531979065,0,17,"apc",50
"apc",1,1,10,0.000681775802713005,0,18,"apc",50
"apc",0,0.076,1,0.000681775802713005,0,18,"apc",50
"apc",1,1,5,0.000681775802713005,0,18,"apc",50
"cbd",0,0,10,1.41635820548169e-263,0,18,"apc",50
"cbd",0,0,5,1.41635820548169e-263,0,18,"apc",50
"cbd",0,0,1,1.41635820548169e-263,0,18,"apc",50
"lc",0,0,1,0,0,18,"apc",50
"lc",0,0,5,0,0,18,"apc",50
"lc",0,0,10,0,0,18,"apc",50
"m6",0,0,5,8.7374461154215e-34,0,18,"apc",50
"m6",0,0,10,8.7374461154215e-34,0,18,"apc",50
"m6",1,0.871,1,8.7374461154215e-34,0,18,"apc",50
"rh",0,0.053,1,0.999318224197287,0,18,"apc",50
"rh",0,0,5,0.999318224197287,0,18,"apc",50
"rh",0,0,10,0.999318224197287,0,18,"apc",50
"apc",1,1,10,0.995273385947345,0,19,"apc",50
"apc",0,0.089,1,0.995273385947345,0,19,"apc",50
"apc",1,1,5,0.995273385947345,0,19,"apc",50
"cbd",0,0,10,2.48468439030878e-242,0,19,"apc",50
"cbd",0,0,5,2.48468439030878e-242,0,19,"apc",50
"cbd",0,0,1,2.48468439030878e-242,0,19,"apc",50
"lc",0.032,0,1,3.69581094285559e-281,0,19,"apc",50
"lc",0,0,5,3.69581094285559e-281,0,19,"apc",50
"lc",0,0,10,3.69581094285559e-281,0,19,"apc",50
"m6",0,0,5,8.77929844774653e-35,0,19,"apc",50
"m6",0,0,10,8.77929844774653e-35,0,19,"apc",50
"m6",0.927,0.854,1,8.77929844774653e-35,0,19,"apc",50
"rh",0.041,0.057,1,0.0047266140526554,0,19,"apc",50
"rh",0,0,5,0.0047266140526554,0,19,"apc",50
"rh",0,0,10,0.0047266140526554,0,19,"apc",50
"apc",1,1,10,0.980878026164681,0,20,"apc",50
"apc",0.853,0.642,1,0.980878026164681,0,20,"apc",50
"apc",1,1,5,0.980878026164681,0,20,"apc",50
"cbd",0,0,10,3.37444691859254e-264,0,20,"apc",50
"cbd",0,0,5,3.37444691859254e-264,0,20,"apc",50
"cbd",0,0,1,3.37444691859254e-264,0,20,"apc",50
"lc",0,0,1,0,0,20,"apc",50
"lc",0,0,5,0,0,20,"apc",50
"lc",0,0,10,0,0,20,"apc",50
"m6",0,0,5,2.85011592877207e-33,0,20,"apc",50
"m6",0,0,10,2.85011592877207e-33,0,20,"apc",50
"m6",0.147,0.335,1,2.85011592877207e-33,0,20,"apc",50
"rh",0,0.023,1,0.0191219738353185,0,20,"apc",50
"rh",0,0,5,0.0191219738353185,0,20,"apc",50
"rh",0,0,10,0.0191219738353185,0,20,"apc",50
"apc",0.994,1,10,0.998285723608075,0,21,"apc",50
"apc",0.011,0.291,1,0.998285723608075,0,21,"apc",50
"apc",1,1,5,0.998285723608075,0,21,"apc",50
"cbd",0,0,10,4.02362515415233e-259,0,21,"apc",50
"cbd",0,0,5,4.02362515415233e-259,0,21,"apc",50
"cbd",0,0,1,4.02362515415233e-259,0,21,"apc",50
"lc",0,0,1,5.13559809115255e-313,0,21,"apc",50
"lc",0,0,5,5.13559809115255e-313,0,21,"apc",50
"lc",0,0,10,5.13559809115255e-313,0,21,"apc",50
"m6",0,0,5,5.5130182976042e-34,0,21,"apc",50
"m6",0.006,0,10,5.5130182976042e-34,0,21,"apc",50
"m6",0.885,0.585,1,5.5130182976042e-34,0,21,"apc",50
"rh",0.104,0.124,1,0.00171427639192513,0,21,"apc",50
"rh",0,0,5,0.00171427639192513,0,21,"apc",50
"rh",0,0,10,0.00171427639192513,0,21,"apc",50
"apc",0.945,1,10,0.999923252739657,0,22,"apc",50
"apc",0,0.034,1,0.999923252739657,0,22,"apc",50
"apc",1,1,5,0.999923252739657,0,22,"apc",50
"cbd",0,0,10,2.88966468731678e-257,0,22,"apc",50
"cbd",0,0,5,2.88966468731678e-257,0,22,"apc",50
"cbd",0,0,1,2.88966468731678e-257,0,22,"apc",50
"lc",0.065,0,1,4.95489017281315e-290,0,22,"apc",50
"lc",0,0,5,4.95489017281315e-290,0,22,"apc",50
"lc",0,0,10,4.95489017281315e-290,0,22,"apc",50
"m6",0,0,5,3.15047457760247e-28,0,22,"apc",50
"m6",0.055,0,10,3.15047457760247e-28,0,22,"apc",50
"m6",0.935,0.959,1,3.15047457760247e-28,0,22,"apc",50
"rh",0,0.007,1,7.67472603432133e-05,0,22,"apc",50
"rh",0,0,5,7.67472603432133e-05,0,22,"apc",50
"rh",0,0,10,7.67472603432133e-05,0,22,"apc",50
"apc",0.8,0.997,10,0.999999994859385,0,23,"apc",50
"apc",0.642,0.53,1,0.999999994859385,0,23,"apc",50
"apc",0.997,1,5,0.999999994859385,0,23,"apc",50
"cbd",0,0,10,7.63205426061591e-247,0,23,"apc",50
"cbd",0.002,0,5,7.63205426061591e-247,0,23,"apc",50
"cbd",0,0,1,7.63205426061591e-247,0,23,"apc",50
"lc",0,0,1,2.27423899427198e-315,0,23,"apc",50
"lc",0,0,5,2.27423899427198e-315,0,23,"apc",50
"lc",0,0,10,2.27423899427198e-315,0,23,"apc",50
"m6",0.001,0,5,1.05195771723832e-22,0,23,"apc",50
"m6",0.2,0.003,10,1.05195771723832e-22,0,23,"apc",50
"m6",0.358,0.409,1,1.05195771723832e-22,0,23,"apc",50
"rh",0,0.061,1,5.1406153328688e-09,0,23,"apc",50
"rh",0,0,5,5.1406153328688e-09,0,23,"apc",50
"rh",0,0,10,5.1406153328688e-09,0,23,"apc",50
"apc",1,1,10,0.286064539315769,0,24,"apc",50
"apc",0.534,0.483,1,0.286064539315769,0,24,"apc",50
"apc",1,1,5,0.286064539315769,0,24,"apc",50
"cbd",0,0,10,7.78579112355355e-266,0,24,"apc",50
"cbd",0,0,5,7.78579112355355e-266,0,24,"apc",50
"cbd",0,0,1,7.78579112355355e-266,0,24,"apc",50
"lc",0,0,1,2.27126060746107e-299,0,24,"apc",50
"lc",0,0,5,2.27126060746107e-299,0,24,"apc",50
"lc",0,0,10,2.27126060746107e-299,0,24,"apc",50
"m6",0,0,5,1.33813715570769e-37,0,24,"apc",50
"m6",0,0,10,1.33813715570769e-37,0,24,"apc",50
"m6",0.466,0.509,1,1.33813715570769e-37,0,24,"apc",50
"rh",0,0.008,1,0.713935460684231,0,24,"apc",50
"rh",0,0,5,0.713935460684231,0,24,"apc",50
"rh",0,0,10,0.713935460684231,0,24,"apc",50
"apc",1,1,10,0.999884650669294,0,25,"apc",50
"apc",0.519,0.41,1,0.999884650669294,0,25,"apc",50
"apc",0.869,1,5,0.999884650669294,0,25,"apc",50
"cbd",0,0,10,2.7294856379889e-277,0,25,"apc",50
"cbd",0.001,0,5,2.7294856379889e-277,0,25,"apc",50
"cbd",0,0,1,2.7294856379889e-277,0,25,"apc",50
"lc",0,0,1,3.8061829224318e-319,0,25,"apc",50
"lc",0,0,5,3.8061829224318e-319,0,25,"apc",50
"lc",0,0,10,3.8061829224318e-319,0,25,"apc",50
"m6",0.131,0,5,9.85769291576111e-24,0,25,"apc",50
"m6",0,0,10,9.85769291576111e-24,0,25,"apc",50
"m6",0.406,0.368,1,9.85769291576111e-24,0,25,"apc",50
"rh",0.075,0.223,1,0.000115349330705792,0,25,"apc",50
"rh",0,0,5,0.000115349330705792,0,25,"apc",50
"rh",0,0,10,0.000115349330705792,0,25,"apc",50
"apc",1,1,10,0.989272722822148,0,26,"apc",50
"apc",0.294,0.414,1,0.989272722822148,0,26,"apc",50
"apc",1,1,5,0.989272722822148,0,26,"apc",50
"cbd",0,0,10,9.07854550982224e-243,0,26,"apc",50
"cbd",0,0,5,9.07854550982224e-243,0,26,"apc",50
"cbd",0,0,1,9.07854550982224e-243,0,26,"apc",50
"lc",0,0,1,2.40070628490556e-299,0,26,"apc",50
"lc",0,0,5,2.40070628490556e-299,0,26,"apc",50
"lc",0,0,10,2.40070628490556e-299,0,26,"apc",50
"m6",0,0,5,4.00121334118901e-29,0,26,"apc",50
"m6",0,0,10,4.00121334118901e-29,0,26,"apc",50
"m6",0.208,0.216,1,4.00121334118901e-29,0,26,"apc",50
"rh",0.498,0.37,1,0.0107272771778516,0,26,"apc",50
"rh",0,0,5,0.0107272771778516,0,26,"apc",50
"rh",0,0,10,0.0107272771778516,0,26,"apc",50
"apc",1,1,10,6.92523673149078e-06,0,27,"apc",50
"apc",0.998,0.739,1,6.92523673149078e-06,0,27,"apc",50
"apc",1,1,5,6.92523673149078e-06,0,27,"apc",50
"cbd",0,0,10,3.00492187147741e-290,0,27,"apc",50
"cbd",0,0,5,3.00492187147741e-290,0,27,"apc",50
"cbd",0,0,1,3.00492187147741e-290,0,27,"apc",50
"lc",0,0,1,0,0,27,"apc",50
"lc",0,0,5,0,0,27,"apc",50
"lc",0,0,10,0,0,27,"apc",50
"m6",0,0,5,2.94463255726642e-54,0,27,"apc",50
"m6",0,0,10,2.94463255726642e-54,0,27,"apc",50
"m6",0.001,0.211,1,2.94463255726642e-54,0,27,"apc",50
"rh",0.001,0.05,1,0.999993074763268,0,27,"apc",50
"rh",0,0,5,0.999993074763268,0,27,"apc",50
"rh",0,0,10,0.999993074763268,0,27,"apc",50
"apc",0.862,1,10,0.999589456715095,0,28,"apc",50
"apc",0.335,0.371,1,0.999589456715095,0,28,"apc",50
"apc",0.831,1,5,0.999589456715095,0,28,"apc",50
"cbd",0,0,10,6.92810026301316e-264,0,28,"apc",50
"cbd",0,0,5,6.92810026301316e-264,0,28,"apc",50
"cbd",0,0,1,6.92810026301316e-264,0,28,"apc",50
"lc",0,0,1,7.59887293735206e-311,0,28,"apc",50
"lc",0,0,5,7.59887293735206e-311,0,28,"apc",50
"lc",0,0,10,7.59887293735206e-311,0,28,"apc",50
"m6",0.002,0,5,1.67373591762708e-37,0,28,"apc",50
"m6",0.138,0,10,1.67373591762708e-37,0,28,"apc",50
"m6",0.665,0.618,1,1.67373591762708e-37,0,28,"apc",50
"rh",0,0.011,1,0.000410543284905075,0,28,"apc",50
"rh",0.167,0,5,0.000410543284905075,0,28,"apc",50
"rh",0,0,10,0.000410543284905075,0,28,"apc",50
"apc",1,1,10,0.99999999224623,0,29,"apc",50
"apc",0.878,0.777,1,0.99999999224623,0,29,"apc",50
"apc",1,1,5,0.99999999224623,0,29,"apc",50
"cbd",0,0,10,3.17166188828866e-260,0,29,"apc",50
"cbd",0,0,5,3.17166188828866e-260,0,29,"apc",50
"cbd",0,0,1,3.17166188828866e-260,0,29,"apc",50
"lc",0,0,1,5.25191781529245e-321,0,29,"apc",50
"lc",0,0,5,5.25191781529245e-321,0,29,"apc",50
"lc",0,0,10,5.25191781529245e-321,0,29,"apc",50
"m6",0,0,5,1.67724389710795e-35,0,29,"apc",50
"m6",0,0,10,1.67724389710795e-35,0,29,"apc",50
"m6",0,0.031,1,1.67724389710795e-35,0,29,"apc",50
"rh",0.122,0.193,1,7.75376956592897e-09,0,29,"apc",50
"rh",0,0,5,7.75376956592897e-09,0,29,"apc",50
"rh",0,0,10,7.75376956592897e-09,0,29,"apc",50
"apc",1,1,10,0.711628248861138,0,30,"apc",50
"apc",0,0.078,1,0.711628248861138,0,30,"apc",50
"apc",0.994,1,5,0.711628248861138,0,30,"apc",50
"cbd",0,0,10,5.24272805568402e-216,0,30,"apc",50
"cbd",0.006,0,5,5.24272805568402e-216,0,30,"apc",50
"cbd",0,0,1,5.24272805568402e-216,0,30,"apc",50
"lc",0.062,0,1,2.01697914604894e-275,0,30,"apc",50
"lc",0,0,5,2.01697914604894e-275,0,30,"apc",50
"lc",0,0,10,2.01697914604894e-275,0,30,"apc",50
"m6",0,0,5,5.80471106273778e-23,0,30,"apc",50
"m6",0,0,10,5.80471106273778e-23,0,30,"apc",50
"m6",0.938,0.921,1,5.80471106273778e-23,0,30,"apc",50
"rh",0,0.001,1,0.288371751138862,0,30,"apc",50
"rh",0,0,5,0.288371751138862,0,30,"apc",50
"rh",0,0,10,0.288371751138862,0,30,"apc",50
"apc",1,1,10,0.999996976168299,0,31,"apc",50
"apc",0.54,0.516,1,0.999996976168299,0,31,"apc",50
"apc",0.891,1,5,0.999996976168299,0,31,"apc",50
"cbd",0,0,10,3.00787844164401e-255,0,31,"apc",50
"cbd",0,0,5,3.00787844164401e-255,0,31,"apc",50
"cbd",0,0,1,3.00787844164401e-255,0,31,"apc",50
"lc",0,0,1,3.63076449535241e-299,0,31,"apc",50
"lc",0,0,5,3.63076449535241e-299,0,31,"apc",50
"lc",0,0,10,3.63076449535241e-299,0,31,"apc",50
"m6",0,0,5,2.96332479545061e-23,0,31,"apc",50
"m6",0,0,10,2.96332479545061e-23,0,31,"apc",50
"m6",0.46,0.484,1,2.96332479545061e-23,0,31,"apc",50
"rh",0,0,1,3.02383170113273e-06,0,31,"apc",50
"rh",0.109,0,5,3.02383170113273e-06,0,31,"apc",50
"rh",0,0,10,3.02383170113273e-06,0,31,"apc",50
"apc",1,1,10,0.00328210222370114,0,32,"apc",50
"apc",0,0.194,1,0.00328210222370114,0,32,"apc",50
"apc",0.998,1,5,0.00328210222370114,0,32,"apc",50
"cbd",0,0,10,7.95027547354759e-231,0,32,"apc",50
"cbd",0.001,0,5,7.95027547354759e-231,0,32,"apc",50
"cbd",0,0,1,7.95027547354759e-231,0,32,"apc",50
"lc",0.008,0,1,4.47962731657421e-295,0,32,"apc",50
"lc",0,0,5,4.47962731657421e-295,0,32,"apc",50
"lc",0,0,10,4.47962731657421e-295,0,32,"apc",50
"m6",0.001,0,5,8.81784928303883e-16,0,32,"apc",50
"m6",0,0,10,8.81784928303883e-16,0,32,"apc",50
"m6",0.992,0.794,1,8.81784928303883e-16,0,32,"apc",50
"rh",0,0.012,1,0.996717897776298,0,32,"apc",50
"rh",0,0,5,0.996717897776298,0,32,"apc",50
"rh",0,0,10,0.996717897776298,0,32,"apc",50
"apc",1,1,10,0.999999903171671,0,33,"apc",50
"apc",0.206,0.33,1,0.999999903171671,0,33,"apc",50
"apc",1,1,5,0.999999903171671,0,33,"apc",50
"cbd",0,0,10,4.72472397957208e-225,0,33,"apc",50
"cbd",0,0,5,4.72472397957208e-225,0,33,"apc",50
"cbd",0,0,1,4.72472397957208e-225,0,33,"apc",50
"lc",0,0,1,2.99240633658652e-289,0,33,"apc",50
"lc",0,0,5,2.99240633658652e-289,0,33,"apc",50
"lc",0,0,10,2.99240633658652e-289,0,33,"apc",50
"m6",0,0,5,7.65539916945941e-28,0,33,"apc",50
"m6",0,0,10,7.65539916945941e-28,0,33,"apc",50
"m6",0.164,0.083,1,7.65539916945941e-28,0,33,"apc",50
"rh",0.63,0.587,1,9.6828328766887e-08,0,33,"apc",50
"rh",0,0,5,9.6828328766887e-08,0,33,"apc",50
"rh",0,0,10,9.6828328766887e-08,0,33,"apc",50
"apc",1,1,10,2.53746121657969e-05,0,34,"apc",50
"apc",0.888,0.689,1,2.53746121657969e-05,0,34,"apc",50
"apc",1,1,5,2.53746121657969e-05,0,34,"apc",50
"cbd",0,0,10,8.10333456435128e-246,0,34,"apc",50
"cbd",0,0,5,8.10333456435128e-246,0,34,"apc",50
"cbd",0,0,1,8.10333456435128e-246,0,34,"apc",50
"lc",0,0,1,4.70103462017946e-317,0,34,"apc",50
"lc",0,0,5,4.70103462017946e-317,0,34,"apc",50
"lc",0,0,10,4.70103462017946e-317,0,34,"apc",50
"m6",0,0,5,1.48314897514126e-23,0,34,"apc",50
"m6",0,0,10,1.48314897514126e-23,0,34,"apc",50
"m6",0.112,0.28,1,1.48314897514126e-23,0,34,"apc",50
"rh",0,0.031,1,0.999974625387834,0,34,"apc",50
"rh",0,0,5,0.999974625387834,0,34,"apc",50
"rh",0,0,10,0.999974625387834,0,34,"apc",50
"apc",0.999,1,10,0.97130429476137,0,35,"apc",50
"apc",1,0.833,1,0.97130429476137,0,35,"apc",50
"apc",0.873,1,5,0.97130429476137,0,35,"apc",50
"cbd",0,0,10,1.75486152455923e-260,0,35,"apc",50
"cbd",0,0,5,1.75486152455923e-260,0,35,"apc",50
"cbd",0,0,1,1.75486152455923e-260,0,35,"apc",50
"lc",0,0,1,3.47380745280261e-294,0,35,"apc",50
"lc",0,0,5,3.47380745280261e-294,0,35,"apc",50
"lc",0,0,10,3.47380745280261e-294,0,35,"apc",50
"m6",0.127,0,5,2.1222183404701e-43,0,35,"apc",50
"m6",0.001,0,10,2.1222183404701e-43,0,35,"apc",50
"m6",0,0.165,1,2.1222183404701e-43,0,35,"apc",50
"rh",0,0.002,1,0.0286957052386299,0,35,"apc",50
"rh",0,0,5,0.0286957052386299,0,35,"apc",50
"rh",0,0,10,0.0286957052386299,0,35,"apc",50
"apc",0.427,0.059,10,0.945618958094679,0,36,"apc",50
"apc",0.001,0.316,1,0.945618958094679,0,36,"apc",50
"apc",1,1,5,0.945618958094679,0,36,"apc",50
"cbd",0,0,10,5.46216578483263e-249,0,36,"apc",50
"cbd",0,0,5,5.46216578483263e-249,0,36,"apc",50
"cbd",0,0,1,5.46216578483263e-249,0,36,"apc",50
"lc",0,0,1,2.96599942436005e-289,0,36,"apc",50
"lc",0,0,5,2.96599942436005e-289,0,36,"apc",50
"lc",0,0,10,2.96599942436005e-289,0,36,"apc",50
"m6",0,0,5,4.70090230640108e-18,0,36,"apc",50
"m6",0.573,0.941,10,4.70090230640108e-18,0,36,"apc",50
"m6",0.996,0.658,1,4.70090230640108e-18,0,36,"apc",50
"rh",0.004,0.026,1,0.0543810419053207,0,36,"apc",50
"rh",0,0,5,0.0543810419053207,0,36,"apc",50
"rh",0,0,10,0.0543810419053207,0,36,"apc",50
"apc",1,1,10,0.0623983666424649,0,37,"apc",50
"apc",0.997,0.826,1,0.0623983666424649,0,37,"apc",50
"apc",0.936,1,5,0.0623983666424649,0,37,"apc",50
"cbd",0,0,10,1.82913875679585e-249,0,37,"apc",50
"cbd",0.064,0,5,1.82913875679585e-249,0,37,"apc",50
"cbd",0,0,1,1.82913875679585e-249,0,37,"apc",50
"lc",0,0,1,0,0,37,"apc",50
"lc",0,0,5,0,0,37,"apc",50
"lc",0,0,10,0,0,37,"apc",50
"m6",0,0,5,9.26309814494782e-41,0,37,"apc",50
"m6",0,0,10,9.26309814494782e-41,0,37,"apc",50
"m6",0,0.038,1,9.26309814494782e-41,0,37,"apc",50
"rh",0.003,0.136,1,0.937601633357535,0,37,"apc",50
"rh",0,0,5,0.937601633357535,0,37,"apc",50
"rh",0,0,10,0.937601633357535,0,37,"apc",50
"apc",1,1,10,0.999864445727912,0,38,"apc",50
"apc",0.122,0.314,1,0.999864445727912,0,38,"apc",50
"apc",0.969,1,5,0.999864445727912,0,38,"apc",50
"cbd",0,0,10,4.85376056011915e-272,0,38,"apc",50
"cbd",0.03,0,5,4.85376056011915e-272,0,38,"apc",50
"cbd",0,0,1,4.85376056011915e-272,0,38,"apc",50
"lc",0,0,1,0,0,38,"apc",50
"lc",0,0,5,0,0,38,"apc",50
"lc",0,0,10,0,0,38,"apc",50
"m6",0,0,5,6.73032263145536e-30,0,38,"apc",50
"m6",0,0,10,6.73032263145536e-30,0,38,"apc",50
"m6",0.365,0.3,1,6.73032263145536e-30,0,38,"apc",50
"rh",0.512,0.386,1,0.000135554272088075,0,38,"apc",50
"rh",0,0,5,0.000135554272088075,0,38,"apc",50
"rh",0,0,10,0.000135554272088075,0,38,"apc",50
"apc",1,1,10,0.997844072157072,0,39,"apc",50
"apc",0.003,0.27,1,0.997844072157072,0,39,"apc",50
