t,k_t
1980,-0.15210463265663302
1981,-0.16367884439394356
1982,-0.18035029345069778
1983,-0.19834560103896867
1984,-0.21007836403504063
1985,-0.23656946278432622
1986,-0.2375545240184298
1987,-0.2506092188535371
1988,-0.3172270792418167
1989,-0.33652774788652673
1990,-0.34256172603990553
1991,-0.3749491619266492
1992,-0.39115215604231074
1993,-0.4045529228556091
1994,-0.39491223121511765
1995,-0.4221957981796743
1996,-0.4154029210357999
1997,-0.4345100376631629
1998,-0.4599363156594949
1999,-0.4675842508628527
2000,-0.4712601370589217
2001,-0.4905645363536406
2002,-0.528590647217471
2003,-0.5404217457705427
2004,-0.5511853600203582
2005,-0.5942524076275271
2006,-0.6038642916712982
2007,-0.6361293935569791
2008,-0.6578645487711211
2009,-0.6471372633081054
2010,-0.6799450375216213
2011,-0.6979197975745159
2012,-0.7328628381454213
2013,-0.689952780925137
2014,-0.7053096770898181
2015,-0.7733667652481307
2016,-0.7733074988900305
2017,-0.7936149850019044
2018,-0.8051577935982072
2019,-0.8247820262852915
1960,0
1961,0.08033819733282155
1962,0.0032195178176804818
1963,0.057065603256561556
1964,0.057896787687814734
1965,0.007372664199845576
1966,0.024708935909368575
1967,0.01489509508705034
1968,0.02874096088881283
1969,0.05688749775849121
1970,0.03446178646223777
1971,-8.800901361009938e-5
1972,-9.652965363718293e-4
1973,-0.02747798067515602
1974,-0.04306274763041546
1975,-0.060997399527774714
1976,-0.054681684468978545
1977,-0.05783208889252441
1978,-0.12674832372566944
1979,-0.11902837885325503
1980,-0.15691859315094017
1981,-0.1542026405638725
1982,-0.18099308535643663
1983,-0.19997107146095552
1984,-0.1955811477420612
1985,-0.23084321007342637
1986,-0.22619108009652164
1987,-0.2656671515879775
1988,-0.3179425767475538
1989,-0.3354420165465022
1990,-0.3436725652516111
1991,-0.37779606683219763
1992,-0.4000836903868268
1993,-0.39348472257443573
1994,-0.3901295398270802
1995,-0.4124048512552489
1996,-0.422308087685012
1997,-0.43753381002021907
1998,-0.46175266233444817
1999,-0.46501682366071295
2000,-0.4720771398333109
2001,-0.48847881394876985
2002,-0.5279318970674893
2003,-0.5431261781510645
2004,-0.5524221862089567
2005,-0.5999451084234719
2006,-0.6071494745848601
2007,-0.6406515703069795
2008,-0.6615598221375667
2009,-0.6515883261830967
2010,-0.6810209694505622
2011,-0.7009607204340146
2012,-0.7235195374852659
2013,-0.7144936259370401
2014,-0.7238542262714562
2015,-0.7780200678222604
2016,-0.7744918534315915
2017,-0.813115419350248
2018,-0.8185568004769367
2019,-0.8420546467998983
1960,0
1961,0.0826698348184554
1962,0.0023800861321064343
1963,0.051490245472210955
1964,0.058207824793848215
1965,0.00562040555775298
1966,0.022539647311312572
1967,0.013556498545808756
1968,0.031091718142552873
1969,0.05219584269430543
1970,0.041448445095255054
1971,4.027862783658197e-4
1972,0.007806360859361036
1973,-0.021862367722660966
1974,-0.04330164014394192
1975,-0.06702201972912741
1976,-0.04561665259030884
1977,-0.06159276865064713
1978,-0.11019907469119206
1979,-0.1203314363200465
1980,-0.16254924297340867
1981,-0.15676940317589097
1982,-0.1833156757155696
1983,-0.19208101453300377
1984,-0.19575277487814768
1985,-0.22373810107681516
1986,-0.22993379826541613
1987,-0.2502870428356496
1988,-0.30044544531026757
1989,-0.3343594341476647
1990,-0.3283836984133794
1991,-0.38895125221382576
1992,-0.3802730054594068
1993,-0.409255733141987
1994,-0.391010242946243
1995,-0.4421765044240481
1996,-0.41369333393816043
1997,-0.4408697081362616
1998,-0.47158305566034603
1999,-0.47371852822621746
2000,-0.47407916562672675
2001,-0.5047059827982219
2002,-0.5271502382597552
2003,-0.5185322172780792
2004,-0.54132145811239
2005,-0.5837131595131629
2006,-0.6027235796635438
2007,-0.6501308396951656
2008,-0.6664645552259189
2009,-0.6617521336433556
2010,-0.674744763359619
2011,-0.6997874297157853
2012,-0.7393158715366926
2013,-0.7105373121285598
2014,-0.7341596201382578
2015,-0.7960927290314177
2016,-0.7790210111327402
2017,-0.7939586927980997
2018,-0.8219584054553298
2019,-0.8212627248215222
1960,0
1961,0.08187998147865838
1962,0.0061274681617580345
1963,0.05185739586908015
1964,0.05680154434125053
1965,0.002931540002201723
1966,0.02412208289246137
1967,0.024114081215671927
1968,0.029409443079870295
1969,0.04776937306427082
1970,0.047406624518249715
1971,0.010798162364622674
1972,1.6098727889736963e-4
1973,-0.026011758629220283
1974,-0.041042059904013176
1975,-0.06975327408765654
1976,-0.04780244681544566
1977,-0.04836163181623082
1978,-0.1128654576773541
1979,-0.11001437664208759
1980,-0.1519819921453026
1981,-0.15014052737398317
1982,-0.1865988289526743
1983,-0.18682867572567538
1984,-0.20327069784846985
1985,-0.22912984602017517
1986,-0.236868509622496
1987,-0.2455054620308069
1988,-0.314313821573151
1989,-0.3344065361554927
1990,-0.34963500886830623
1991,-0.3744936221607086
1992,-0.39457832866102494
1993,-0.3989608927685267
1994,-0.40093579981063193
1995,-0.42630226770360796
1996,-0.4200209208364202
1997,-0.4435012350871915
1998,-0.45952706747378763
1999,-0.4599836991250962
2000,-0.4829941298142263
2001,-0.49487899074509356
2002,-0.5319478967053989
2003,-0.5240536414913081
2004,-0.543146931990936
2005,-0.5904912434437453
2006,-0.5981650293386254
2007,-0.6398308573553816
2008,-0.6648318991659524
2009,-0.643784192099028
2010,-0.6754285474670942
2011,-0.6979524365463355
2012,-0.7265323610543527
2013,-0.7099782776298158
2014,-0.7251757999723988
2015,-0.7783116155873064
2016,-0.7738552211112246
2017,-0.8099275529498114
2018,-0.8235413539689244
2019,-0.8442753858171957
1960,0
1961,0.09349860943802844
1962,0.029541217186440448
1963,0.050044189163185704
1964,0.047933050647277375
1965,-0.0017126180635247702
1966,0.027738397626394063
1967,0.026643964167883512
1968,0.023500583013369346
1969,0.040586972015316976
1970,0.04297027400299203
1971,0.010366895079742781
1972,-0.0030209143842772805
1973,-0.0262346624588761
1974,-0.04383708406571781
1975,-0.0712014572140462
1976,-0.04537476083801963
1977,-0.06416796953839332
1978,-0.12149136863826025
1979,-0.10907618163922193
1980,-0.14552203934059635
1981,-0.1521471260359259
1982,-0.17341447868899154
1983,-0.20903289461386165
1984,-0.19266083422493935
1985,-0.22147739271961606
1986,-0.22626291870872206
1987,-0.2594064351988443
1988,-0.30119138959869823
1989,-0.33034018514231
1990,-0.32919101207504675
1991,-0.3733844979283349
1992,-0.39022621170054345
1993,-0.3898288019864869
1994,-0.39259234148964445
1995,-0.41460363443558845
1996,-0.41632517863322516
1997,-0.4325033180566297
1998,-0.4501002099846676
1999,-0.4566164410502701
2000,-0.46271751650787574
2001,-0.48781971028626914
2002,-0.5122053220865571
2003,-0.5116155946028575
2004,-0.5252553714595165
2005,-0.5745498230790911
2006,-0.5924597801446334
2007,-0.620064378363261
2008,-0.6414786084961696
2009,-0.6450081063445335
2010,-0.6581883311215836
2011,-0.6915470352231858
2012,-0.7146504456978697
2013,-0.6959211061536178
2014,-0.7088405311622658
2015,-0.7574596767329256
2016,-0.7574472639820724
2017,-0.7800683171175044
2018,-0.8034571206059227
2019,-0.8119418736507744
1960,0
1961,0.08208882960788405
1962,0.016163937982486845
1963,0.04507631001267117
1964,0.07386174911740755
1965,0.0072551500019385155
1966,0.03277626563368947
1967,0.030658914858763812
1968,0.025954213378123044
1969,0.06773704236087219
1970,0.03865630524508086
1971,0.01321164084443911
1972,0.006402041540030569
1973,-0.019520414359944966
1974,-0.02652197385545222
1975,-0.05557559449849647
1976,-0.04819566911314522
1977,-0.05467643834911771
1978,-0.11038014357109487
1979,-0.12156846430770869
1980,-0.15359051551560457
1981,-0.1494566804001818
1982,-0.17755023129325864
1983,-0.17981408032554116
1984,-0.1939594371046898
1985,-0.224651291909748
1986,-0.22184400457556447
1987,-0.24234944362522995
1988,-0.3087592669157442
1989,-0.3262748048744134
1990,-0.32508411019674516
1991,-0.35770801489760673
1992,-0.3603991567929952
1993,-0.3913859434946909
1994,-0.36631442818026544
1995,-0.4105967809409033
1996,-0.40315354543103893
1997,-0.4252343269484774
1998,-0.4491659921197394
1999,-0.4464911732887312
2000,-0.46817758497675577
2001,-0.4924918035060955
2002,-0.5034062776283322
2003,-0.4954444630365716
2004,-0.5324589173970798
2005,-0.5722200311159371
2006,-0.5972540558897995
2007,-0.6281889919773118
2008,-0.6421469228003552
2009,-0.6417339649940526
2010,-0.6521137185003434
2011,-0.6866169662945468
2012,-0.7086282543379402
2013,-0.6925868800813918
2014,-0.7060760437657552
2015,-0.7512613608831635
2016,-0.7542658408704854
2017,-0.7795474579183024
2018,-0.7953898531825853
2019,-0.8083772017658017
1960,0
1961,0.07225874760397852
1962,-0.0027841418956859264
1963,0.035421086008784665
1964,0.05669759400047249
1965,-0.014016030301242472
1966,0.021475083104239998
1967,0.013532076293211279
1968,0.00863634102646586
1969,0.056285593735258384
1970,0.02593951872721006
1971,0.0025197896388974806
1972,-0.00530024022476607
1973,-0.03141982663220032
1974,-0.03518581210083572
1975,-0.05841791069348528
1976,-0.04961778927533601
1977,-0.0731866788697626
1978,-0.11801230934739987
1979,-0.11543764957590517
1980,-0.15448302389020394
1981,-0.15054091948985615
1982,-0.16940375968028507
1983,-0.20279914028077664
1984,-0.18733532416608656
1985,-0.22192019295633575
1986,-0.22360972957489825
1987,-0.24372832863317406
1988,-0.29861874588975357
1989,-0.3251875874973556
1990,-0.31172815989585395
1991,-0.34405973279889795
1992,-0.3553180839075114
1993,-0.3848420779336991
1994,-0.35855839052013005
1995,-0.40106612660665025
1996,-0.38663407093490304
1997,-0.41758749397340167
1998,-0.435518099259277
1999,-0.43929296832040765
2000,-0.44596513464891996
2001,-0.46064858458648866
2002,-0.501892153316242
2003,-0.5060108842312586
2004,-0.49953816620038044
2005,-0.5569278944611927
2006,-0.5511501984401248
2007,-0.5990604038842774
2008,-0.6166842868071065
2009,-0.61991608340547
2010,-0.6277438412462668
2011,-0.6559458341624
2012,-0.6822383897885715
2013,-0.6611174896216684
2014,-0.6798590111642746
2015,-0.719768253328213
2016,-0.723120315241626
2017,-0.7512176967124615
2018,-0.7550397205552798
2019,-0.7700415344370262
1960,0
1961,0.07747362397507089
1962,-0.004595777021495711
1963,0.03688748378683613
1964,0.06478900811287347
1965,-0.006612588240626058
1966,0.019922475038600646
1967,0.002995217224640127
1968,0.005483321814645298
1969,0.05851410220533244
1970,0.04118601527044383
1971,-0.01490257483607309
1972,-0.016248717407987067
1973,-0.035325087186389215
1974,-0.029713484385179872
1975,-0.06494130258300139
1976,-0.05113241631382958
1977,-0.04979498466176244
1978,-0.11271413014355285
1979,-0.12166954486945346
1980,-0.1426952038932552
1981,-0.1492604479950766
1982,-0.17835312467814038
1983,-0.19016753980743786
1984,-0.1952172592961621
1985,-0.2248215914480942
1986,-0.22090163823883854
1987,-0.24869787631136642
1988,-0.30532382238552813
1989,-0.3162299569043112
1990,-0.32913963980049293
1991,-0.36494742736614433
1992,-0.38357748682523923
1993,-0.3670823682781165
1994,-0.38098314726482385
1995,-0.40641889484611576
1996,-0.41085306936760174
1997,-0.41584184008741665
1998,-0.43633324237018484
1999,-0.44128063167142095
2000,-0.45125544444676546
2001,-0.4671491802619514
2002,-0.5028824984839841
2003,-0.4738964314977589
2004,-0.5079173545296308
2005,-0.5509595650546218
2006,-0.5770175543289003
2007,-0.5971408227929962
2008,-0.6267811258631524
2009,-0.6256590110370601
2010,-0.6265861006411063
2011,-0.654588061613192
2012,-0.7034682146307533
2013,-0.6739036111335762
2014,-0.6768156031358692
2015,-0.7292741926014661
2016,-0.7342673376998896
2017,-0.7545068640996716
2018,-0.76022625641273
2019,-0.7765496644007193
1960,0
1961,0.06586699717487106
1962,-0.006124417337771428
1963,0.040195251589051996
1964,0.060864318277483724
1965,-0.002176020730756885
1966,0.03048178035537031
1967,0.010621437132012947
1968,0.005953511794949749
1969,0.046281419747014066
1970,0.02992446258781509
1971,-0.00487576009675288
1972,-0.01046353422352089
1973,-0.0376020393668184
1974,-0.04067296535296801
1975,-0.06979477906365375
1976,-0.04559385049223104
1977,-0.06381115605904271
1978,-0.11940035765295857
1979,-0.10776910483816377
1980,-0.14977014828339066
1981,-0.1490361581675713
1982,-0.1677678084832607
1983,-0.19244695904813156
1984,-0.18389383362191278
1985,-0.21670843486201372
1986,-0.22081306156306973
1987,-0.24182344129767067
1988,-0.2978659024171317
1989,-0.32637874303911624
1990,-0.3097512895458245
1991,-0.34397928337030326
1992,-0.35243937464239866
1993,-0.3824878332225264
1994,-0.3601274939073344
1995,-0.40002482152184743
1996,-0.3943298102187485
1997,-0.4148348827091207
1998,-0.43404816386239947
1999,-0.429414586807868
2000,-0.4415737852636933
2001,-0.45480985435817795
2002,-0.5053164187976978
2003,-0.49220975465167627
2004,-0.5069895897887478
2005,-0.5453372109891511
2006,-0.5706400157986408
2007,-0.5928804214246352
2008,-0.6162294723419366
2009,-0.61761814505986
2010,-0.6213906507316042
2011,-0.6382384995795529
2012,-0.691220547286912
2013,-0.669387700901543
2014,-0.678924871478871
2015,-0.7262516484835917
2016,-0.724922014536997
2017,-0.7487271220038423
2018,-0.7527844557879785
2019,-0.768012368503656
1960,0
1961,0.07522081829438737
1962,-3.8601538525840024e-4
1963,0.03480390205065696
1964,0.06226976903773531
1965,-0.009581974845179107
1966,0.026766662604695752
1967,0.0036093850919276258
1968,-0.0024700451155316165
1969,0.041504069823281024
1970,0.02689667079752755
1971,3.838817555976215e-4
1972,-0.014823265395946937
1973,-0.018244528296993297
1974,-0.03696820039148438
1975,-0.06791517003173374
1976,-0.0377329564997282
1977,-0.05898801044472744
1978,-0.11520906763534963
1979,-0.11129975177971813
1980,-0.14619341233644756
1981,-0.14672717895356213
1982,-0.16930708840837363
1983,-0.19047575549444842
1984,-0.18651619690486254
1985,-0.21907521841607755
1986,-0.21212855539876938
1987,-0.23950273148421095
1988,-0.2983942719984626
1989,-0.3082959495887519
1990,-0.3206384201536697
1991,-0.3573290088512568
1992,-0.38014226064309986
1993,-0.36127340463838614
1994,-0.37542484678375465
1995,-0.39850334049948927
1996,-0.3924299807368375
1997,-0.4125909396528631
1998,-0.4319581400500459
1999,-0.4366185350596564
2000,-0.44656676418537566
2001,-0.46678032194401087
2002,-0.48632556920980374
2003,-0.4855573373838041
2004,-0.502283435682102
2005,-0.5504585536796672
2006,-0.5508588672477349
2007,-0.5953382819045309
2008,-0.6324545186779483
2009,-0.604922529644689
2010,-0.6353475996886467
2011,-0.6500802507024055
2012,-0.688411333382601
2013,-0.6570932756749797
2014,-0.6752246001377025
2015,-0.7210281278062158
2016,-0.7185390647681937
2017,-0.7358019926345687
2018,-0.757955538768519
2019,-0.7636072292254666
1960,0
1961,0.08013407521244079
1962,0.009162779143901605
1963,0.04644886019148943
1964,0.07169057482478339
1965,0.0019976536154085165
1966,0.022788356285929
1967,0.018320055026969727
1968,0.017465980527252924
1969,0.055405818029719986
1970,0.044629521199557105
1971,-7.865505534951542e-4
1972,-0.0055973334352017266
1973,-0.015340535457412114
1974,-0.0273525321465766
1975,-0.06085215982659082
1976,-0.03734684863393045
1977,-0.05015199515694493
1978,-0.10729437276461569
1979,-0.10470634098828337
1980,-0.14290786744869236
1981,-0.1422323584988381
1982,-0.16453062894817425
1983,-0.1856505912632293
1984,-0.17768629812207706
1985,-0.21885758656707507
1986,-0.213671139518833
1987,-0.23359072373082612
1988,-0.29364787557559735
1989,-0.31363715092429534
1990,-0.3224589331629455
1991,-0.3643939260788868
1992,-0.3585893211517489
1993,-0.38976016002805547
1994,-0.35765523898418883
1995,-0.3932038475316618
1996,-0.3911023402325848
1997,-0.4144607023296331
1998,-0.4365105774464581
1999,-0.4357434243176828
2000,-0.44585417942516437
2001,-0.4620342974172182
2002,-0.5008296184789783
2003,-0.4865251052472136
2004,-0.5040852137842277
2005,-0.5538692940982367
2006,-0.573888572904245
2007,-0.6091975901895839
2008,-0.6321383411379549
2009,-0.61063595834233
2010,-0.6439864110925639
2011,-0.6578849834546875
2012,-0.7007585818211747
2013,-0.6665905938805525
2014,-0.6880882598171871
2015,-0.7343624492502016
2016,-0.730194381443008
2017,-0.7531633318541882
2018,-0.7760565579683251
2019,-0.7900862009714673
1960,0
1961,0.08548638083730072
1962,0.01253646092391378
1963,0.04183318607468516
1964,0.05812401174970675
1965,-0.00794599776550042
1966,0.03201805227481054
1967,0.012747347893773275
1968,0.004432193681438232
1969,0.04999698462656355
1970,0.02507026167479349
1971,0.009274829220275112
1972,-0.00681125076260599
1973,-0.04297612699882567
1974,-0.03321484342958055
1975,-0.06741845494301596
1976,-0.049284446179310534
1977,-0.06294873704696918
1978,-0.11890755300867543
1979,-0.11569960292265012
1980,-0.1502493080140178
1981,-0.15339453711014703
1982,-0.18326894352369463
1983,-0.20585606768844741
1984,-0.21015107261120822
1985,-0.22467357142454264
1986,-0.23145579937047858
1987,-0.2572860099963255
1988,-0.3223987458738712
1989,-0.3334630209244048
1990,-0.3398170408295011
1991,-0.37185385818597216
1992,-0.37237454773678436
1993,-0.39276337628746383
1994,-0.3826061244138946
1995,-0.40797695767698483
1996,-0.4063562775295153
1997,-0.4230686782690359
1998,-0.4444071359129408
1999,-0.4514677461823509
2000,-0.4637103954466043
2001,-0.48205097932899116
2002,-0.5251105316674118
2003,-0.5066543020770415
2004,-0.5244252630411188
2005,-0.5721943129373488
2006,-0.5966682133566122
2007,-0.6329816715319566
2008,-0.6423619043545261
2009,-0.6484595942645586
2010,-0.656647747729231
